prop_paisagem_removida;remanescente;maxima;media;minima
0.51219;48.781;1;0.999329545;0.912
0.51318;48.682;1;0.999329545;0.912
0.51417;48.583;1;0.999329545;0.912
0.51516;48.484;1;0.999329545;0.912
0.51615;48.385;1;0.999329545;0.912
0.51714;48.286;1;0.999329545;0.912
0.51813;48.187;1;0.999329545;0.912
0.51913;48.087;1;0.999329545;0.912
0.52012;47.988;1;0.999329545;0.912
0.52111;47.889;1;0.999329545;0.912
0.5221;47.79;1;0.999329545;0.912
0.52309;47.691;1;0.999329545;0.912
0.52408;47.592;1;0.999329545;0.912
0.52507;47.493;1;0.999329545;0.912
0.52606;47.394;1;0.999329545;0.912
0.52705;47.295;1;0.999329545;0.912
0.52804;47.196;1;0.999329545;0.912
0.52903;47.097;1;0.999329545;0.912
0.53002;46.998;1;0.999329545;0.912
0.53101;46.899;1;0.999329545;0.912
0.532;46.8;1;0.999329545;0.912
0.53299;46.701;1;0.999329545;0.912
0.53398;46.602;1;0.999329545;0.912
0.53497;46.503;1;0.999329545;0.912
0.53596;46.404;1;0.999329545;0.912
0.53696;46.304;1;0.999329545;0.912
0.53795;46.205;1;0.999329545;0.912
0.53894;46.106;1;0.999329545;0.912
0.53993;46.007;1;0.999329545;0.912
0.54092;45.908;1;0.999329545;0.912
0.54191;45.809;1;0.999329545;0.912
0.5429;45.71;1;0.999329545;0.912
0.54389;45.611;1;0.999329545;0.912
0.54488;45.512;1;0.999329545;0.912
0.54587;45.413;1;0.999329545;0.912
0.54686;45.314;1;0.999329545;0.912
0.54785;45.215;1;0.999329545;0.912
0.54884;45.116;1;0.999329545;0.912
0.54983;45.017;1;0.999329545;0.912
0.55082;44.918;1;0.999329545;0.912
0.55181;44.819;1;0.999329545;0.912
0.5528;44.72;1;0.999329545;0.912
0.55379;44.621;1;0.999329545;0.912
0.55479;44.521;1;0.999329545;0.912
0.55578;44.422;1;0.999329545;0.912
0.55677;44.323;1;0.999329545;0.912
0.55776;44.224;1;0.999329545;0.912
0.55875;44.125;1;0.999329545;0.912
0.55974;44.026;1;0.999329545;0.912
0.56073;43.927;1;0.999329545;0.912
0.56172;43.828;1;0.999329545;0.912
0.56271;43.729;1;0.999329545;0.912
0.5637;43.63;1;0.999329545;0.912
0.56469;43.531;1;0.999329545;0.912
0.56568;43.432;1;0.999329545;0.912
0.56667;43.333;1;0.999329545;0.912
0.56766;43.234;1;0.999329545;0.912
0.56865;43.135;1;0.999329545;0.912
0.56964;43.036;1;0.999329545;0.912
0.57063;42.937;1;0.999329545;0.912
0.57162;42.838;1;0.999329545;0.912
0.57262;42.738;1;0.999329545;0.912
0.57361;42.639;1;0.999329545;0.912
0.5746;42.54;1;0.999329545;0.912
0.57559;42.441;1;0.999329545;0.912
0.57658;42.342;1;0.999329545;0.912
0.57757;42.243;1;0.999329545;0.912
0.57856;42.144;1;0.999329545;0.912
0.57955;42.045;1;0.999329545;0.912
0.58054;41.946;1;0.999329545;0.912
0.58153;41.847;1;0.999329545;0.912
0.58252;41.748;1;0.999329545;0.912
0.58351;41.649;1;0.999329545;0.912
0.5845;41.55;1;0.999329545;0.912
0.58549;41.451;1;0.999329545;0.912
0.58648;41.352;1;0.999329545;0.912
0.58747;41.253;1;0.999329545;0.912
0.58846;41.154;1;0.999329545;0.912
0.58945;41.055;1;0.999329545;0.912
0.59044;40.956;1;0.999329545;0.912
0.59144;40.856;1;0.999329545;0.912
0.59243;40.757;1;0.999232955;0.895
0.59342;40.658;1;0.999232955;0.895
0.59441;40.559;1;0.999232955;0.895
0.5954;40.46;1;0.999232955;0.895
0.59639;40.361;1;0.999232955;0.895
0.59738;40.262;1;0.999232955;0.895
0.59837;40.163;1;0.999232955;0.895
0.59936;40.064;1;0.999232955;0.895
0.60035;39.965;1;0.999232955;0.895
0.60134;39.866;1;0.999232955;0.895
0.60233;39.767;1;0.999232955;0.895
0.60332;39.668;1;0.999232955;0.895
0.60431;39.569;1;0.999232955;0.895
0.6053;39.47;1;0.999232955;0.895
0.60629;39.371;1;0.999232955;0.895
0.60728;39.272;1;0.999232955;0.895
0.60827;39.173;1;0.999232955;0.895
0.60927;39.073;1;0.999232955;0.895
0.61026;38.974;1;0.999232955;0.895
0.61125;38.875;1;0.999232955;0.895
0.61224;38.776;1;0.999232955;0.895
0.61323;38.677;1;0.999232955;0.895
0.61422;38.578;1;0.999232955;0.895
0.61521;38.479;1;0.999232955;0.895
0.6162;38.38;1;0.999232955;0.895
0.61719;38.281;1;0.999232955;0.895
0.61818;38.182;1;0.999232955;0.895
0.61917;38.083;1;0.999232955;0.895
0.62016;37.984;1;0.999232955;0.895
0.62115;37.885;1;0.999232955;0.895
0.62214;37.786;1;0.999232955;0.895
0.62313;37.687;1;0.999232955;0.895
0.62412;37.588;1;0.999232955;0.895
0.62511;37.489;1;0.999232955;0.895
0.6261;37.39;1;0.999232955;0.895
0.6271;37.29;1;0.999232955;0.895
0.62809;37.191;1;0.999232955;0.895
0.62908;37.092;1;0.999232955;0.895
0.63007;36.993;1;0.999232955;0.895
0.63106;36.894;1;0.999232955;0.895
0.63205;36.795;1;0.999232955;0.895
0.63304;36.696;1;0.999232955;0.895
0.63403;36.597;1;0.999232955;0.895
0.63502;36.498;1;0.999232955;0.895
0.63601;36.399;1;0.999232955;0.895
0.637;36.3;1;0.999232955;0.895
0.63799;36.201;1;0.999232955;0.895
0.63898;36.102;1;0.999232955;0.895
0.63997;36.003;1;0.999232955;0.895
0.64096;35.904;1;0.999232955;0.895
0.64195;35.805;1;0.999232955;0.895
0.64294;35.706;1;0.999232955;0.895
0.64393;35.607;1;0.999232955;0.895
0.64493;35.507;1;0.999232955;0.895
0.64592;35.408;1;0.999232955;0.895
0.64691;35.309;1;0.999232955;0.895
0.6479;35.21;1;0.999232955;0.895
0.64889;35.111;1;0.999232955;0.895
0.64988;35.012;1;0.999232955;0.895
0.65087;34.913;1;0.999232955;0.895
0.65186;34.814;1;0.999232955;0.895
0.65285;34.715;1;0.999232955;0.895
0.65384;34.616;1;0.999232955;0.895
0.65483;34.517;1;0.999232955;0.895
0.65582;34.418;1;0.999232955;0.895
0.65681;34.319;1;0.999232955;0.895
0.6578;34.22;1;0.999232955;0.895
0.65879;34.121;1;0.999232955;0.895
0.65978;34.022;1;0.999210227;0.895
0.66077;33.923;1;0.999210227;0.895
0.66176;33.824;1;0.999210227;0.895
0.66276;33.724;1;0.999210227;0.895
0.66375;33.625;1;0.999210227;0.895
0.66474;33.526;1;0.999210227;0.895
0.66573;33.427;1;0.999210227;0.895
0.66672;33.328;1;0.999210227;0.895
0.66771;33.229;1;0.999210227;0.895
0.6687;33.13;1;0.999210227;0.895
0.66969;33.031;1;0.999210227;0.895
0.67068;32.932;1;0.999210227;0.895
0.67167;32.833;1;0.999210227;0.895
0.67266;32.734;1;0.999210227;0.895
0.67365;32.635;1;0.999210227;0.895
0.67464;32.536;1;0.999210227;0.895
0.67563;32.437;1;0.999210227;0.895
0.67662;32.338;1;0.999210227;0.895
0.67761;32.239;1;0.999210227;0.895
0.6786;32.14;1;0.999210227;0.895
0.67959;32.041;1;0.999210227;0.895
0.68059;31.941;1;0.999210227;0.895
0.68158;31.842;1;0.999210227;0.895
0.68257;31.743;1;0.999210227;0.895
0.68356;31.644;1;0.999210227;0.895
0.68455;31.545;1;0.999210227;0.895
0.68554;31.446;1;0.999210227;0.895
0.68653;31.347;1;0.999210227;0.895
0.68752;31.248;1;0.999176136;0.895
0.68851;31.149;1;0.999130682;0.895
0.6895;31.05;1;0.999085227;0.895
0.69049;30.951;1;0.999039773;0.895
0.69148;30.852;1;0.999022727;0.895
0.69247;30.753;1;0.999011364;0.895
0.69346;30.654;1;0.998948864;0.895
0.69445;30.555;1;0.9989375;0.895
0.69544;30.456;1;0.998880682;0.895
0.69643;30.357;1;0.998829545;0.895
0.69742;30.258;1;0.998767045;0.895
0.69842;30.158;1;0.9986875;0.895
0.69941;30.059;1;0.998613636;0.895
0.7004;29.96;1;0.998528409;0.895
0.70139;29.861;1;0.998443182;0.895
0.70238;29.762;1;0.998375;0.895
0.70337;29.663;1;0.998306818;0.895
0.70436;29.564;1;0.998255682;0.895
0.70535;29.465;1;0.998210227;0.895
0.70634;29.366;1;0.998170455;0.895
0.70733;29.267;1;0.998068182;0.895
0.70832;29.168;1;0.998005682;0.895
0.70931;29.069;1;0.997948864;0.895
0.7103;28.97;1;0.997903409;0.895
0.71129;28.871;1;0.997829545;0.895
0.71228;28.772;1;0.9978125;0.895
0.71327;28.673;1;0.9978125;0.895
0.71426;28.574;1;0.9978125;0.895
0.71525;28.475;1;0.997795455;0.895
0.71625;28.375;1;0.99775;0.895
0.71724;28.276;1;0.997693182;0.895
0.71823;28.177;1;0.997602273;0.895
0.71922;28.078;1;0.997534091;0.895
0.72021;27.979;1;0.997471591;0.895
0.7212;27.88;1;0.997380682;0.895
0.72219;27.781;1;0.997289773;0.895
0.72318;27.682;1;0.997170455;0.895
0.72417;27.583;1;0.997068182;0.895
0.72516;27.484;1;0.996994318;0.895
0.72615;27.385;1;0.996840909;0.895
0.72714;27.286;1;0.996721591;0.895
0.72813;27.187;1;0.996625;0.895
0.72912;27.088;1;0.996528409;0.895
0.73011;26.989;1;0.996414773;0.895
0.7311;26.89;1;0.996295455;0.895
0.73209;26.791;1;0.996136364;0.895
0.73308;26.692;1;0.996011364;0.895
0.73407;26.593;1;0.995892045;0.895
0.73507;26.493;1;0.995772727;0.895
0.73606;26.394;1;0.995659091;0.895
0.73705;26.295;1;0.995511364;0.895
0.73804;26.196;1;0.9953125;0.895
0.73903;26.097;1;0.9951875;0.895
0.74002;25.998;1;0.995051136;0.895
0.74101;25.899;1;0.994892045;0.895
0.742;25.8;1;0.994755682;0.895
0.74299;25.701;1;0.994670455;0.895
0.74398;25.602;1;0.994659091;0.895
0.74497;25.503;1;0.994596591;0.895
0.74596;25.404;1;0.994454545;0.895
0.74695;25.305;1;0.994278409;0.895
0.74794;25.206;1;0.994085227;0.895
0.74893;25.107;1;0.993835227;0.895
0.74992;25.008;1;0.993647727;0.895
0.75091;24.909;1;0.993511364;0.895
0.7519;24.81;1;0.993306818;0.895
0.7529;24.71;1;0.993073864;0.895
0.75389;24.611;1;0.992954545;0.895
0.75488;24.512;1;0.992846591;0.895
0.75587;24.413;1;0.992721591;0.895
0.75686;24.314;1;0.992551136;0.895
0.75785;24.215;1;0.992403409;0.895
0.75884;24.116;1;0.992397727;0.895
0.75983;24.017;1;0.992306818;0.895
0.76082;23.918;1;0.992056818;0.895
0.76181;23.819;1;0.991806818;0.895
0.7628;23.72;1;0.991522727;0.895
0.76379;23.621;1;0.991488636;0.895
0.76478;23.522;1;0.991306818;0.895
0.76577;23.423;1;0.991068182;0.895
0.76676;23.324;1;0.990897727;0.895
0.76775;23.225;1;0.990715909;0.895
0.76874;23.126;1;0.990460227;0.895
0.76973;23.027;1;0.990227273;0.895
0.77073;22.927;1;0.989823864;0.877
0.77172;22.828;1;0.9895625;0.877
0.77271;22.729;1;0.989301136;0.877
0.7737;22.63;1;0.989034091;0.877
0.77469;22.531;1;0.988789773;0.877
0.77568;22.432;1;0.988534091;0.877
0.77667;22.333;1;0.988159091;0.86
0.77766;22.234;1;0.987920455;0.86
0.77865;22.135;1;0.987727273;0.86
0.77964;22.036;1;0.987454545;0.86
0.78063;21.937;1;0.987176136;0.86
0.78162;21.838;1;0.986863636;0.86
0.78261;21.739;1;0.986602273;0.86
0.7836;21.64;1;0.986289773;0.86
0.78459;21.541;1;0.985903409;0.86
0.78558;21.442;1;0.985715909;0.86
0.78657;21.343;1;0.985420455;0.86
0.78756;21.244;1;0.9850625;0.86
0.78856;21.144;1;0.984732955;0.86
0.78955;21.045;1;0.984375;0.86
0.79054;20.946;1;0.984011364;0.86
0.79153;20.847;1;0.983619318;0.86
0.79252;20.748;1;0.9831875;0.86
0.79351;20.649;1;0.982761364;0.86
0.7945;20.55;1;0.982352273;0.86
0.79549;20.451;1;0.981960227;0.86
0.79648;20.352;1;0.981579545;0.86
0.79747;20.253;1;0.981107955;0.858
0.79846;20.154;1;0.980926136;0.857
0.79945;20.055;1;0.980676136;0.856
0.80044;19.956;1;0.980244318;0.854
0.80143;19.857;1;0.979892045;0.854
0.80242;19.758;1;0.979732955;0.853
0.80341;19.659;1;0.979301136;0.85
0.8044;19.56;1;0.978869318;0.849
0.80539;19.461;1;0.978397727;0.847
0.80639;19.361;1;0.977835227;0.842
0.80738;19.262;1;0.977232955;0.825
0.80837;19.163;1;0.976863636;0.825
0.80936;19.064;1;0.976323864;0.825
0.81035;18.965;1;0.975755682;0.825
0.81134;18.866;1;0.975386364;0.825
0.81233;18.767;1;0.974948864;0.825
0.81332;18.668;1;0.974482955;0.825
0.81431;18.569;1;0.974045455;0.825
0.8153;18.47;1;0.973579545;0.825
0.81629;18.371;1;0.973198864;0.825
0.81728;18.272;1;0.972721591;0.823
0.81827;18.173;1;0.972176136;0.82
0.81926;18.074;1;0.971693182;0.818
0.82025;17.975;1;0.971136364;0.816
0.82124;17.876;1;0.970636364;0.815
0.82223;17.777;1;0.970085227;0.812
0.82322;17.678;1;0.969505682;0.809
0.82422;17.578;1;0.968914773;0.805
0.82521;17.479;1;0.968460227;0.803
0.8262;17.38;1;0.967738636;0.801
0.82719;17.281;1;0.967153409;0.798
0.82818;17.182;1;0.966556818;0.794
0.82917;17.083;1;0.965903409;0.787
0.83016;16.984;1;0.965272727;0.787
0.83115;16.885;1;0.964568182;0.783
0.83214;16.786;1;0.963772727;0.779
0.83313;16.687;1;0.963022727;0.771
0.83412;16.588;1;0.962323864;0.769
0.83511;16.489;1;0.961625;0.76
0.8361;16.39;1;0.960931818;0.75
0.83709;16.291;1;0.960363636;0.75
0.83808;16.192;1;0.959630682;0.744
0.83907;16.093;1;0.958852273;0.74
0.84006;15.994;1;0.958034091;0.733
0.84105;15.895;1;0.957289773;0.721
0.84205;15.795;1;0.956471591;0.712
0.84304;15.696;1;0.955505682;0.704
0.84403;15.597;1;0.954642045;0.698
0.84502;15.498;1;0.953761364;0.692
0.84601;15.399;1;0.953005682;0.69
0.847;15.3;1;0.952102273;0.687
0.84799;15.201;1;0.9511875;0.679
0.84898;15.102;1;0.950011364;0.671
0.84997;15.003;1;0.948965909;0.667
0.85096;14.904;1;0.948073864;0.662
0.85195;14.805;1;0.947289773;0.658
0.85294;14.706;1;0.946272727;0.65
0.85393;14.607;1;0.945272727;0.642
0.85492;14.508;1;0.944528409;0.637
0.85591;14.409;1;0.943426136;0.633
0.8569;14.31;1;0.942227273;0.631
0.85789;14.211;1;0.941204545;0.625
0.85888;14.112;1;0.940107955;0.623
0.85988;14.012;1;0.939232955;0.621
0.86087;13.913;1;0.938119318;0.615
0.86186;13.814;1;0.936920455;0.612
0.86285;13.715;1;0.935829545;0.606
0.86384;13.616;1;0.934636364;0.6
0.86483;13.517;1;0.933420455;0.596
0.86582;13.418;1;0.932136364;0.592
0.86681;13.319;1;0.930943182;0.581
0.8678;13.22;1;0.929607955;0.579
0.86879;13.121;1;0.928278409;0.575
0.86978;13.022;1;0.9270625;0.571
0.87077;12.923;1;0.925630682;0.569
0.87176;12.824;1;0.924267045;0.563
0.87275;12.725;1;0.923005682;0.554
0.87374;12.626;1;0.921784091;0.548
0.87473;12.527;1;0.920960227;0.546
0.87572;12.428;1;0.919755682;0.544
0.87671;12.329;1;0.918375;0.54
0.8777;12.23;1;0.917034091;0.535
0.8787;12.13;1;0.915573864;0.533
0.87969;12.031;1;0.914142045;0.529
0.88068;11.932;1;0.912710227;0.519
0.88167;11.833;1;0.911221591;0.513
0.88266;11.734;1;0.909738636;0.51
0.88365;11.635;1;0.908335227;0.506
0.88464;11.536;1;0.906710227;0.5
0.88563;11.437;1;0.905153409;0.494
0.88662;11.338;1;0.903625;0.49
0.88761;11.239;1;0.901789773;0.483
0.8886;11.14;1;0.900085227;0.475
0.88959;11.041;1;0.898517045;0.469
0.89058;10.942;1;0.896625;0.465
0.89157;10.843;1;0.894676136;0.46
0.89256;10.744;1;0.8928125;0.454
0.89355;10.645;1;0.891028409;0.446
0.89454;10.546;1;0.889465909;0.44
0.89553;10.447;1;0.887630682;0.435
0.89653;10.347;1;0.885534091;0.427
0.89752;10.248;1;0.883443182;0.423
0.89851;10.149;1;0.881426136;0.417
0.8995;10.05;1;0.879215909;0.415
0.90049;9.951;1;0.877011364;0.41
0.90148;9.852;1;0.875278409;0.406
0.90247;9.753;1;0.873517045;0.404
0.90346;9.654;1;0.871670455;0.4
0.90445;9.555;1;0.8698125;0.398
0.90544;9.456;1;0.868170455;0.394
0.90643;9.357;1;0.866136364;0.39
0.90742;9.258;1;0.864198864;0.385
0.90841;9.159;1;0.862568182;0.379
0.9094;9.06;1;0.860761364;0.373
0.91039;8.961;1;0.858698864;0.365
0.91138;8.862;1;0.856545455;0.363
0.91237;8.763;1;0.854335227;0.36
0.91336;8.664;1;0.852073864;0.354
0.91436;8.564;1;0.849767045;0.346
0.91535;8.465;1;0.847238636;0.338
0.91634;8.366;1;0.844767045;0.335
0.91733;8.267;1;0.842204545;0.331
0.91832;8.168;1;0.839664773;0.327
0.91931;8.069;1;0.837011364;0.323
0.9203;7.97;1;0.834579545;0.317
0.92129;7.871;1;0.831801136;0.313
0.92228;7.772;1;0.829244318;0.306
0.92327;7.673;1;0.826505682;0.3
0.92426;7.574;1;0.823823864;0.294
0.92525;7.475;1;0.820840909;0.287
0.92624;7.376;1;0.817852273;0.283
0.92723;7.277;1;0.814982955;0.283
0.92822;7.178;1;0.811948864;0.279
0.92921;7.079;1;0.809045455;0.271
0.9302;6.98;1;0.806289773;0.269
0.93119;6.881;1;0.803369318;0.263
0.93219;6.781;1;0.800284091;0.26
0.93318;6.682;1;0.797102273;0.254
0.93417;6.583;1;0.793789773;0.25
0.93516;6.484;1;0.790505682;0.246
0.93615;6.385;1;0.787125;0.238
0.93714;6.286;1;0.784022727;0.229
0.93813;6.187;1;0.7805625;0.223
0.93912;6.088;1;0.777068182;0.217
0.94011;5.989;1;0.773534091;0.215
0.9411;5.89;1;0.770028409;0.212
0.94209;5.791;1;0.766017045;0.21
0.94308;5.692;1;0.7621875;0.204
0.94407;5.593;1;0.757926136;0.202
0.94506;5.494;1;0.754022727;0.198
0.94605;5.395;1;0.749994318;0.19
0.94704;5.296;1;0.745948864;0.188
0.94803;5.197;1;0.741789773;0.187
0.94902;5.098;1;0.737653409;0.183
0.95002;4.998;1;0.732931818;0.179
0.95101;4.899;1;0.727988636;0.177
0.952;4.8;1;0.722965909;0.173
0.95299;4.701;1;0.718744318;0.165
0.95398;4.602;1;0.713698864;0.162
0.95497;4.503;1;0.708886364;0.156
0.95596;4.404;1;0.703982955;0.15
0.95695;4.305;1;0.698136364;0.148
0.95794;4.206;1;0.692420455;0.146
0.95893;4.107;1;0.687022727;0.14
0.95992;4.008;1;0.681176136;0.135
0.96091;3.909;1;0.675414773;0.133
0.9619;3.81;1;0.670181818;0.133
0.96289;3.711;1;0.664357955;0.133
0.96388;3.612;1;0.658318182;0.129
0.96487;3.513;1;0.652051136;0.127
0.96586;3.414;1;0.644778409;0.125
0.96685;3.315;1;0.638556818;0.123
0.96785;3.215;1;0.631897727;0.117
0.96884;3.116;1;0.625267045;0.112
0.96983;3.017;1;0.618710227;0.104
0.97082;2.918;1;0.610215909;0.102
0.97181;2.819;1;0.602221591;0.098
0.9728;2.72;1;0.593835227;0.092
0.97379;2.621;1;0.586431818;0.092
0.97478;2.522;1;0.578392045;0.088
0.97577;2.423;1;0.569477273;0.085
0.97676;2.324;1;0.559801136;0.081
0.97775;2.225;1;0.550409091;0.079
0.97874;2.126;1;0.539119318;0.073
0.97973;2.027;1;0.528210227;0.069
0.98072;1.928;1;0.517704545;0.069
0.98171;1.829;1;0.507375;0.069
0.9827;1.73;1;0.4944375;0.067
0.98369;1.631;1;0.4825;0.067
0.98468;1.532;1;0.471034091;0.065
0.98568;1.432;1;0.45725;0.062
0.98667;1.333;1;0.443130682;0.056
0.98766;1.234;1;0.428676136;0.048
0.98865;1.135;1;0.411732955;0.044
0.98964;1.036;1;0.390113636;0.04
0.99063;0.937;1;0.371505682;0.035
0.99162;0.838;1;0.350670455;0.029
0.99261;0.739;1;0.328863636;0.029
0.9936;0.64;1;0.304659091;0
0.99459;0.541;1;0.273159091;0
0.99558;0.442;1;0.248;0
0.99657;0.343;1;0.210170455;0
0.99756;0.244;1;0.1556875;0
0.99855;0.145;1;0.101244318;0
0.99954;0.046;0.667;0.043585227;0
1;0;0;0;0
